video_id,url,description,hashtags
7621462801239887125,https://www.tiktok.com/@jiniso.id/video/7621462801239887125,"Kamu mau pakai rok tanpa takut susah jalan? SEVENTY dari Jiniso punya slit di kanan kiri yang bikin bebas bergerak🥰 ft. SEVENTY 992, 993, 994 - TB/BB 165/50 #JINISO #jinisoemangkeren #autokeren #highwaistloose","#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose"
7621462280244415765,https://www.tiktok.com/@jiniso.id/video/7621462280244415765,Styling feminim kali ini kamu bisa mix & match pake RELAX 778 dengan top biru😍 ft. RELAX 778 - TB/BB 168/48 #JINISO #jinisoemangkeren #autokeren #highwaistloose,"#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose"
7621461216338365717,https://www.tiktok.com/@jiniso.id/video/7621461216338365717,Ngedance makin keren pake FEARLESS 463! 😎 ft. FEARLESS 463 - TB/BB 160/43 #JINISO #jinisoemangkeren #autokeren #highwaistloose,"#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose"
7621459969610681621,https://www.tiktok.com/@jiniso.id/video/7621459969610681621,"Tenang, buat kamu yang ounya badan petite tapi mau pakai baggy jeans tanpa harus potong-potong😍 PLAYDATE 657 jawabannya ft. PLAYDATE 657 - TB/BB 160/52 #JINISO #jinisoemangkeren #autokeren #highwaistloose","#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose"
7621444330326101255,https://www.tiktok.com/@jiniso.id/video/7621444330326101255,"Restock WEEKEND 684, RELAX 778!  Gas checkout sekarang🛒 ft. WEEKEND 684, RELAX 778 - TB/BB 165/50 #JINISO #jinisoemangkeren #autokeren #highwaistloose","#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose"
7621112671315709192,https://www.tiktok.com/@jiniso.id/video/7621112671315709192,Solusi buat kamu yang punya perut buncit 🥰 ft. LEVEL UP 220 #JINISO #jinisoemangkeren #autokeren #highwaistloose #loosejeans,"#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose, #loosejeans"
7621110721409027336,https://www.tiktok.com/@jiniso.id/video/7621110721409027336,"Kamu tim pakai rok atau celana nih?😍 ft. SEVENTY 992, HANGOUT 631 - TB/BB 157/44 #jiniso #jinisoemangkeren #highwaist #baggyjeans #jadikeren","#jiniso, #jinisoemangkeren, #highwaist, #baggyjeans, #jadikeren"
7621110698591980808,https://www.tiktok.com/@jiniso.id/video/7621110698591980808,Outfit yang pas itu dimulai dari kenal body shape. Coba RELAX 778 yang nyaman dan stylish.🔥 ft. RELAX 778 - TB/BB 165/50 #jiniso #jinisoemangkeren #highwaist #baggyjeans #jadikeren,"#jiniso, #jinisoemangkeren, #highwaist, #baggyjeans, #jadikeren"
7621099000745348360,https://www.tiktok.com/@jiniso.id/video/7621099000745348360,Inspo outfit hangout bareng bestie pake RELAX 778 🥰 ft. RELAX 778 - TB/BB 165/48 #JINISO #jinisoemangkeren #autokeren #highwaistloose #loosejeans,"#jiniso, #jinisoemangkeren, #autokeren, #highwaistloose, #loosejeans"
7621018069812530440,https://www.tiktok.com/@jiniso.id/video/7621018069812530440,Belanja cerdas itu nunggu momen. Dan momennya sekarang di PAYDAY SALE Jiniso 💥 • Jeans & Jaket mulai 100RB • Buy 1 Get 1 • Disc 25RB • Flash Sale seharian • Hijab 2.500 Langsung checkout di Live Jiniso🛒 #jiniso #jinisoemangkeren #highwaist #baggyjeans #jadikeren,"#jiniso, #jinisoemangkeren, #highwaist, #baggyjeans, #jadikeren"
7289802425731517702,https://www.tiktok.com/@bittersweetbynajla/video/7289802425731517702,"Gak ada ini, gak ada dessert box. Gak ada Bittersweet by najla juga!",
7297168090909904133,https://www.tiktok.com/@bittersweetbynajla/video/7297168090909904133,🍉 Free Palestine!,
7626672517834394898,https://www.tiktok.com/@bittersweetbynajla/video/7626672517834394898,Join live sekarang harga paling ambyar dubai chewy cookie + pengiriman prioritas ‼️ #bittersweetbynajla,#bittersweetbynajla
7626668611511291143,https://www.tiktok.com/@bittersweetbynajla/video/7626668611511291143,Sebagai owner ka ala selalu mendengar request dan feedback dari kalian ya bestii 🤗 #bittersweetbynajla,#bittersweetbynajla
7626657873577250055,https://www.tiktok.com/@bittersweetbynajla/video/7626657873577250055,Checkout sekarang ga pake PO lama bestii LANGSUNG KIRIM 😱 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7626654249484635399,https://www.tiktok.com/@bittersweetbynajla/video/7626654249484635399,Resep baru dubai chewy bittersweet sudah sesuai request kalian nih besti ✅ kulit marshmallow lebih tipis ✅ kunafa pistachio lebih banyak dan padat  JOIN LIVE SEKARANG‼️ #bittersweetbynajla,#bittersweetbynajla
7626648758008466706,https://www.tiktok.com/@bittersweetbynajla/video/7626648758008466706,FLASH SALE 10 RIBU DUBAI CHEWY COOKIE😱 JOIN LIVE SEKARANG‼️ #bittersweetbynajla,#bittersweetbynajla
7626352044424563975,https://www.tiktok.com/@bittersweetbynajla/video/7626352044424563975,"Imbas harga plastik naik, tim packing bittersweet beralih menggunakan bahan-bahan alami 🍃 #bittersweetbynajla",#bittersweetbynajla
7626238295667756306,https://www.tiktok.com/@bittersweetbynajla/video/7626238295667756306,Kalau kamu dapet harga dubai chewy cookie under 70 ribu CHECKOUT bestii😱 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7625989886331342088,https://www.tiktok.com/@bittersweetbynajla/video/7625989886331342088,Dubai chewy kita aman dikirim keseluruh indonesia ya besti 🥰 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7625875086083378440,https://www.tiktok.com/@bittersweetbynajla/video/7625875086083378440,Stok dubai chewy cookie kita di outlet makin menipis bestii😱 CEK TAG LOKASI SEKARANG #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7625606736950398215,https://www.tiktok.com/@bittersweetbynajla/video/7625606736950398215,Cek keranjang kuning kamu dapet harga berapa bestii 😱 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7625506805422017799,https://www.tiktok.com/@bittersweetbynajla/video/7625506805422017799,Dapet orderan 10 ribu pcs Dubai Chewy Cookie dari sultan 17 juta followers🤩 Ada yang bisa tebak?  #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7625265271061744914,https://www.tiktok.com/@bittersweetbynajla/video/7625265271061744914,Komen-komen bittersweet lovers bikin mood mimin naik 😂 Luv sekebon untuk kalia💜 #bittersweetbynajla,#bittersweetbynajla
7625130824677084424,https://www.tiktok.com/@bittersweetbynajla/video/7625130824677084424,Checkout Lotus Chewy Cookie sekarang NO PO LANGSUNG KIRIM 🤩 #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624810599368690951,https://www.tiktok.com/@bittersweetbynajla/video/7624810599368690951,3 Snacktok best seller + lotus chewy cookie cuma 100 ribuan 🤩 🚨JOIN LIVE SEKARANG🚨 #bittersweetbynajla,#bittersweetbynajla
7624807987227544840,https://www.tiktok.com/@bittersweetbynajla/video/7624807987227544840,Cuma di bittsweet kamu bisa cobain dubai chewy cookie tapi rasa LOTUS ga kalah enaknya bestiii 😋 #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624806148079619346,https://www.tiktok.com/@bittersweetbynajla/video/7624806148079619346,Nastar glowing satu toples isi 36 pcs hari ini CUMA 40 RIBUAN🤩 #bittersweetbynajla #cookieslebaran,"#bittersweetbynajla, #cookieslebaran"
7624803781988994322,https://www.tiktok.com/@bittersweetbynajla/video/7624803781988994322,Open order lagi cookies ramadan NO PO LANGSUNG KIRIM🤩 ‼️Join live sekarang‼️ #bittersweetbynajla #cookieslebaran,"#bittersweetbynajla, #cookieslebaran"
7624799462640209160,https://www.tiktok.com/@bittersweetbynajla/video/7624799462640209160,Join live sekarang beb harga ambyar spesial 4.4🤩 #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624796755892342024,https://www.tiktok.com/@bittersweetbynajla/video/7624796755892342024,Ada potongan 16% dihari pertama launching lotus chewy cookie🤩 #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624794803007524103,https://www.tiktok.com/@bittersweetbynajla/video/7624794803007524103,Harga spesial launching 3 Lotus chewy cookie UNDER 100 RIBU😱 ‼️JOIN LIVE SEKARANG‼️ #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624791628460412168,https://www.tiktok.com/@bittersweetbynajla/video/7624791628460412168,Perdana launching LOTUS CHEWY COOKIE ka ala langsung kasih flash sale 10 RIBU🤩 ‼️JOIN LIVE SEKARANG‼️ #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624789237510049042,https://www.tiktok.com/@bittersweetbynajla/video/7624789237510049042,Spesial launching Lotus chewy cookie langsung kirim bestiii 🤩 JOIN LIVE SEKARANG‼️ #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624782842194627848,https://www.tiktok.com/@bittersweetbynajla/video/7624782842194627848,Spesial launching “LOTUS CHEWY COOKIE” dapetin harga kenalannya🤩 ‼️JOIN LIVE SEKARANG‼️ #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7624499264349162760,https://www.tiktok.com/@bittersweetbynajla/video/7624499264349162760,Dapetin harga kenalan di live bittersweet 4.4 jangan ketinggalan livenya 🚨 #bittersweetbynajla #lotuschewycookie,"#bittersweetbynajla, #lotuschewycookie"
7623755598038961415,https://www.tiktok.com/@bittersweetbynajla/video/7623755598038961415,JyuJyuR EnDyuLlll bingtzzz dubai chewy cookie bittersweeet ✌🏻😋 sound @Vivi  #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7623659821765610759,https://www.tiktok.com/@bittersweetbynajla/video/7623659821765610759,DUBAI CHEWY COOKIE TURUN HARGA😱 Cek di tag lokasi sekarang‼️ #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7623357926589173000,https://www.tiktok.com/@bittersweetbynajla/video/7623357926589173000,Gawat stok kunafa dan pistachio mulai menipis nih bestii 😱 #bittersweetbynajla #dubaichocolate #dubaichewycookie,"#bittersweetbynajla, #dubaichocolate, #dubaichewycookie"
7623281102223969544,https://www.tiktok.com/@bittersweetbynajla/video/7623281102223969544,"Menghindari terjadinya kecurangan, besti-besti mimin WAJIB VIDEO UNBOXING yah 💜 #bittersweetbynajla",#bittersweetbynajla
7623007196342750472,https://www.tiktok.com/@bittersweetbynajla/video/7623007196342750472,Absen kalian FURAP cabang mana bestii ? 💜 #bittersweetbynajla #dubaichewycookie #furab,"#bittersweetbynajla, #dubaichewycookie, #furab"
7622929850394823943,https://www.tiktok.com/@bittersweetbynajla/video/7622929850394823943,Intip produksi dubai chewy cookie di central kitchen bittersweet yuk 🤩 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7622554717113060626,https://www.tiktok.com/@bittersweetbynajla/video/7622554717113060626,Cek keranjang kuning sekarang kalian dapet harga berapa bestii ↘️😱 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7622531817740061970,https://www.tiktok.com/@bittersweetbynajla/video/7622531817740061970,Siapa yang kangen sama snacktok jaman dulu ? 😍 #bittersweetbynajla #snacktok,"#bittersweetbynajla, #snacktok"
7621990237488811272,https://www.tiktok.com/@bittersweetbynajla/video/7621990237488811272,Siapa yang mau mimin kirim dubai chewy cookie bittersweet ? ABSEN🤩 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7621979291584040200,https://www.tiktok.com/@bittersweetbynajla/video/7621979291584040200,Nekat jualan ditengah harga kunafa dan pistachio yang melonjak 😱 #bittersweetbynajla #dubaichewycookie #coklatdubai,"#bittersweetbynajla, #dubaichewycookie, #coklatdubai"
7621892436855508232,https://www.tiktok.com/@bittersweetbynajla/video/7621892436855508232,Tim snacktok saus di pisah ABSEN 🤩↘️ #bittersweetbynajla #snacktok,"#bittersweetbynajla, #snacktok"
7621803810360413448,https://www.tiktok.com/@bittersweetbynajla/video/7621803810360413448,Yang kesabarannya setipis tisu udah paling bener langung checkout aja beb 😂 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7621525151770807560,https://www.tiktok.com/@bittersweetbynajla/video/7621525151770807560,Gara-gara fomo makan dubai chewy cookie gigi palsu bapak ini sampe copot bestiii 😱 #dubaichewycookie #bittersweetbynajla,"#dubaichewycookie, #bittersweetbynajla"
7621415184455732487,https://www.tiktok.com/@bittersweetbynajla/video/7621415184455732487,Ada harga spesial Dubai Chewy Cookie di live sekarang😱‼️ #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7621156900159130888,https://www.tiktok.com/@bittersweetbynajla/video/7621156900159130888,Mama Nur aja sampe ketagihan Dubai Chewy Cookie bittersweet 🤩 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7620877725770829064,https://www.tiktok.com/@bittersweetbynajla/video/7620877725770829064,Spill dong pengalaman kalian bikin dubai chewy cookie sendiri 🤭 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7620718462729604360,https://www.tiktok.com/@bittersweetbynajla/video/7620718462729604360,Kata mereka tentang dubai chewy cookie bittersweet Part 2 🤩 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7620673391397309704,https://www.tiktok.com/@bittersweetbynajla/video/7620673391397309704,Siapa yang mau cobain dubai chewy cookie bittersweet ? ABSEN↘️ #dubaichewycookie #bittersweetbynajla,"#dubaichewycookie, #bittersweetbynajla"
7620422165694876935,https://www.tiktok.com/@bittersweetbynajla/video/7620422165694876935,Kita terpaksa non-aktifkan fitur COD gara-gara kasus ini🙏🏻 #bittersweetbynajla,#bittersweetbynajla
7620306817456868616,https://www.tiktok.com/@bittersweetbynajla/video/7620306817456868616,Papa TA review jujur Dubai Chewy Cookie langsung di depan ownernya 😱 #dubaichewycookie #bittersweetbynajla #attahalilintar,"#dubaichewycookie, #bittersweetbynajla, #attahalilintar"
7620037292924636424,https://www.tiktok.com/@bittersweetbynajla/video/7620037292924636424,Tebak harga dubai chewy cookie PRO MAX ini dong ? 🤭 #bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7619912422706433288,https://www.tiktok.com/@bittersweetbynajla/video/7619912422706433288,Semua masukan kalian kita terima dan kita improve jadi lebih baik lagi 🤩 Checkout new dubai chewy cookie di keranjang kuning🛍️#bittersweetbynajla #dubaichewycookie,"#bittersweetbynajla, #dubaichewycookie"
7619297088588827911,https://www.tiktok.com/@bittersweetbynajla/video/7619297088588827911,"Taqabbalallahu Minna Wa Minkum, mohon maaf lahir dan batin besti 🌙 #bittersweetbynajla #lebaran2026","#bittersweetbynajla, #lebaran2026"
7619200678228954375,https://www.tiktok.com/@bittersweetbynajla/video/7619200678228954375,"Kami segenap keluarga besar Bittersweet By Najla mengucapkan Minal Aidin Wal Faizin, Mohon Maaf Lahir dan Batin 🙏🏻 #bittersweetbynajla #lebaran2026","#bittersweetbynajla, #lebaran2026"
7618927385961925906,https://www.tiktok.com/@bittersweetbynajla/video/7618927385961925906,"Orang-Orang hebat dan berjasa di balik orderan cookies ramadan kalian yang membludak, Terima kasih banyak ya 🤗 #bittersweetbynajla",#bittersweetbynajla
7618829922148093202,https://www.tiktok.com/@bittersweetbynajla/video/7618829922148093202,"Ramadan selalu punya cara untuk mengingatkan kita tentang arti Berbagi 🤍 Lewat momen ini, Bittersweet mencoba menyalurkan kebahagiaan untuk adik-adik, para driver online yang selalu setia membantu setiap orderan, hingga petugas kebersihan yang seringkali membantu kita. Dan semua ini nggak lepas dari kalian. Terima kasih untuk setiap support, setiap Cookies Lebaran dan Hampers yang kalian pilih di bulan Ramadan ini. Karena tanpa disadari, kalian juga ikut Berbagi Kebahagiaan ini 🥹🤗 Semoga kita semua bisa dipertemukan kembali dengan Ramadan di tahun berikutnya, dalam keadaan sehat dan penuh keberkahan aminnn 🙏🏻 #bittersweetbynajla",#bittersweetbynajla
7618505108610993416,https://www.tiktok.com/@bittersweetbynajla/video/7618505108610993416,Pertama kali papa Ta dan mama Nur cobain cookies ramadan bittersweet🤩 Kamu udah coba belum? #bittersweetbynajla #attahalilintar #aurelhermansyah,"#bittersweetbynajla, #attahalilintar, #aurelhermansyah"
7618453891692203272,https://www.tiktok.com/@bittersweetbynajla/video/7618453891692203272,Serbu di seluruh outlet bittersweet sekarang beb😍 #bittersweetbynajla #hamperslebaran,"#bittersweetbynajla, #hamperslebaran"
7618195029089275143,https://www.tiktok.com/@bittersweetbynajla/video/7618195029089275143,"Your feedback is important to us, and we really appreciate it 🤗 #bittersweetbynajla",#bittersweetbynajla
